898.8266,576.61224,138
907.09,487.9173,140
822.572,530.47156,140
867.8737,493.04883,140
927.61664,492.34302,140
815.16394,607.5206,140
850.12067,501.9907,140
810.39624,588.1233,140
946.46295,501.37708,140
876.07153,662.86896,140
963.55554,515.4566,140
954.812,646.0411,140
976.8508,533.6715,140
897.718,665.81433,140
985.1257,554.5481,140
968.8057,631.8953,140
814.21,548.60333,140
937.9958,656.7564,140
985.7946,596.1335,140
824.1375,625.3766,140
834.7702,514.6881,140
987.9306,576.18854,140
855.5371,654.62335,140
887.1793,488.29718,140
810.08466,568.15015,140
979.318,614.9944,140
837.531,641.4247,140
918.8706,663.54926,140
259.90298,627.2617,72
249.72485,610.92914,104
241.30164,631.67053,89
269.58084,610.5125,122
279.14438,627.9004,101
268.12106,644.492,101
174.94255,681.2246,140
165.03354,689.3589,140
184.96613,689.20404,140
180.60793,669.7389,140
1006.7572,668.2804,138
1014.0,690.0,138
981.079,652.26733,138
1011.1253,635.9858,138
994.4167,640.9229,138
976.87225,669.7368,138
1014.0,647.67316,138
999.92053,690.0,138
983.29285,686.9098,138
480.8917,357.06528,140
465.39746,345.48413,140
498.9654,351.10107,140
480.1512,376.12726,140
483.84125,338.07092,140
463.44403,365.2524,140
497.73862,429.72452,138
492.1424,414.88074,138
511.14438,421.03104,138
509.50848,440.83676,138
489.88403,443.80484,138
1014.0,46.354553,140
1014.0,36.48898,140
1014.0,56.204315,140
859.2899,366.2515,107
937.81305,339.5029,107
806.574,430.04846,107
880.7195,446.25714,107
792.941,415.7152,107
844.53485,284.73514,107
901.74066,295.00958,107
917.24146,306.88763,107
777.67725,352.67215,107
864.3314,283.51392,107
936.5783,396.35654,107
825.5027,290.63116,107
883.7817,287.01944,107
841.82184,447.12476,107
861.37006,448.9898,107
783.73065,332.5,107
929.5235,322.01645,107
794.15765,315.16666,107
898.81976,439.0512,107
927.5313,413.37177,107
914.70636,427.9037,107
941.497,377.70667,107
941.9455,358.381,107
808.4023,300.97025,107
823.2026,440.67215,120
783.1402,398.4105,120
417.68872,325.07318,140
405.53067,343.79327,140
416.6915,302.7417,140
396.1971,318.63965,140
425.97855,345.67496,140
434.8915,311.00464,140
439.15118,330.57474,140
25.708069,345.5551,138
336.10956,372.9775,138
10.0,663.16034,138
312.31357,191.7003,138
40.743305,20.06526,137
336.92792,355.08926,138
320.39764,206.89423,138
109.66586,30.105576,138
43.383324,662.0372,138
287.62073,176.00438,138
350.8633,346.21378,137
195.48035,613.2355,138
349.96378,309.5641,138
116.86968,657.6921,138
349.53806,382.55933,138
219.63339,100.479774,138
294.41925,517.3519,138
268.27362,148.66112,138
346.9563,401.35806,138
48.341015,34.41439,138
235.03716,95.54205,138
343.8826,419.80197,138
130.23772,51.99916,138
10.0,31.981564,138
175.53601,56.17674,138
251.85326,571.80457,138
