857.11487,605.0523,138
871.6001,516.9226,140
780.358,559.8466,140
829.45917,520.21277,140
891.86957,522.7458,140
774.04553,637.0765,140
810.00354,529.3244,140
769.0654,618.10443,140
909.9496,532.97327,140
827.3782,689.2165,140
924.694,546.56836,140
901.3153,682.484,140
935.9851,563.00256,140
845.7409,690.0,140
943.3431,581.50323,140
923.4633,664.5894,140
772.08704,578.7502,140
883.51086,690.0,140
944.9947,621.031,140
783.01306,654.3311,140
793.3573,542.813,140
946.4117,601.1672,140
810.39056,680.88965,140
850.37354,516.01605,140
768.42255,598.3222,140
939.22003,640.12537,140
795.31647,669.1356,140
864.65704,690.0,140
225.66801,683.0971,72
210.07222,671.60736,104
208.6771,690.0,89
227.55304,663.1604,122
243.69174,673.4771,101
242.75218,690.0,101
109.06923,690.0,140
95.67143,690.0,140
122.85416,690.0,140
109.534935,683.87244,140
993.4718,664.55865,138
1005.86017,690.0,138
976.0873,641.8191,138
1014.0,656.0711,138
1003.16144,637.6207,138
965.03485,660.74335,138
1014.0,676.0675,138
985.4599,690.0,138
969.32874,680.20087,138
597.8506,352.81213,140
606.12994,334.8917,140
611.9867,367.6626,140
593.22504,371.78226,140
618.3112,349.76526,140
579.8643,357.18213,140
413.52054,547.0418,138
401.6528,557.74316,138
400.45328,537.83325,138
428.8369,542.4807,138
421.33682,560.9699,138
1014.0,235.077,140
1014.0,225.2114,140
1014.0,244.9267,140
771.89154,414.9271,107
850.4237,389.83563,107
703.4665,462.82025,107
764.2919,497.78162,107
694.83246,447.35532,107
739.915,338.51218,107
803.89777,338.9175,107
824.2855,351.35263,107
688.39325,412.15222,107
759.0704,333.24185,107
833.4289,469.97852,107
722.74695,348.00403,107
781.4479,332.9192,107
729.6426,486.9899,107
746.23083,494.38672,107
690.97296,394.0849,107
840.27124,369.29044,107
697.7361,376.69516,107
783.08167,497.30444,107
818.7029,483.10556,107
801.56464,492.3526,107
852.7844,429.80447,107
853.90247,409.68515,107
708.45245,360.97098,107
714.91815,476.5137,120
689.3114,430.31064,120
468.126,310.04047,140
463.71637,331.91446,140
457.7547,290.10565,140
445.89703,306.07114,140
483.27933,326.10742,140
477.69897,289.997,140
489.85248,306.44473,140
86.05547,346.64075,138
390.30515,441.74686,138
10.0,653.09937,138
356.9684,166.88518,138
48.234154,23.611305,137
387.62173,423.51212,138
366.98825,182.46675,138
120.60173,21.591248,138
35.93224,658.6889,138
330.26932,152.07407,138
398.4121,408.34665,137
180.81946,647.9328,138
404.24976,339.48557,138
112.101234,670.1738,138
391.34845,460.61414,138
247.541,79.29732,138
295.11612,585.07806,138
305.99945,125.27626,138
377.93457,474.16898,138
39.885498,38.724556,138
262.57727,73.39091,138
361.6106,505.0362,138
143.55052,39.884163,138
10.0,46.604473,138
191.96661,39.608685,138
243.69403,625.4901,138
119.40989,656.7986,138
284.73297,597.52155,138
211.90959,637.9274,138
404.68546,356.81912,138
322.12915,122.16405,138
270.52066,605.7584,138
278.26212,100.52671,138
10.0,32.355553,138
404.31247,321.9287,138
385.2222,239.54526,138
401.4155,391.3903,138
31.111544,26.318935,138
228.4047,53.603333,138
391.57465,254.76405,138
229.78915,638.4398,138
256.5086,614.9294,138
18.626217,657.8046,138
210.4959,45.884144,138
376.999,198.32494,138
319.11166,137.85626,138
407.0084,287.65652,138
330.62946,543.53754,138
99.97852,659.3971,138
112.06745,35.29357,137
263.56348,89.137245,137
75.28865,35.117886,138
331.939,559.29456,138
292.62598,112.53687,138
85.30617,667.3983,138
57.523468,36.749004,138
383.74246,223.37874,138
392.28088,287.5445,138
68.68794,664.5136,138
130.03851,33.652855,138
356.33133,521.4814,138
404.41556,374.19717,138
334.96616,136.60657,138
197.70271,647.57526,138
84.171844,21.825333,138
22.160019,43.692432,138
173.60172,33.458965,138
308.59714,108.98177,138
279.00723,84.07787,125
246.29411,62.75815,138
231.67479,69.50517,138
378.25803,455.85797,137
165.97147,656.3132,137
371.5521,213.63316,138
133.53795,664.97156,138
196.82332,54.9554,138
225.95882,624.7566,138
361.04797,198.41527,138
93.39631,35.637558,138
316.41696,561.47144,138
400.92365,304.69073,138
347.84293,540.32874,138
102.190994,22.400152,138
152.66948,27.853493,138
371.33542,490.36734,138
148.92642,657.4853,138
160.91951,42.75719,138
51.725826,664.461,138
397.49365,270.69522,138
351.30203,182.59818,138
15.692457,31.85569,138
340.40338,527.0541,138
65.83529,22.116594,138
178.74243,48.864822,138
340.80707,167.4233,138
293.89194,96.580154,138
309.0609,576.3056,138
214.3238,62.066917,138
346.2188,151.85867,138
401.7769,426.70334,138
920.01086,461.76578,140
951.3117,445.89594,140
931.01227,428.64246,140
907.05743,494.4913,140
891.5099,482.0728,140
926.7701,496.47064,140
885.19385,461.78256,140
892.18494,441.0047,140
944.4066,487.4043,140
954.57513,468.90857,140
910.0128,428.52954,140
670.4233,10.0,140
432.9045,201.28891,139
354.35278,75.64937,140
380.2567,113.0847,140
474.0763,240.63943,138
966.2256,120.897835,140
721.4202,319.78458,139
411.32312,171.40578,140
842.8418,275.4264,139
370.68625,79.77311,138
770.18933,297.8071,140
575.1922,295.7754,140
460.41293,227.3181,139
387.83786,128.2822,138
399.02863,157.17084,138
679.06384,323.5327,138
874.71545,252.53204,139
827.0879,271.49994,140
637.5821,319.9718,138
557.05994,288.92258,138
670.121,310.3918,139
360.1503,92.082756,138
961.4663,136.42358,137
422.61328,186.39027,137
786.96344,287.7301,140
444.18756,229.72719,140
970.71497,86.43368,140
372.7964,128.1512,137
446.45956,213.94151,140
351.15988,58.09469,140
993.27924,10.0,140
802.8137,293.69058,158
786.11273,303.00027,139
740.8513,316.02112,139
348.39868,40.683792,138
808.82086,278.37927,138
901.6276,209.10031,140
747.4451,300.60812,138
355.6657,10.0,138
993.0775,41.668377,138
917.96173,209.84993,137
504.10757,261.08734,137
345.93036,10.0,154
346.84894,22.976076,140
941.5894,178.13245,137
974.9948,68.19515,138
